target_label	video_id	youtube_url	channel	duration_sec	duration	category	title	start_sec	end_sec	review_status	timestamp_note
1	e79yjpumaDI	https://www.youtube.com/watch?v=e79yjpumaDI	Pleasant Green	534	8:54	other	We Saved A Woman From Losing $16k to Scammers!	281	454	reviewed_window	reviewed transcript range: bank intervention call; story intro/outro trimmed
1	4Xopnt1SOng	https://www.youtube.com/watch?v=4Xopnt1SOng	Pleasant Green	687	11:27	payment_app	Cash App Scammer Finally Breaks!	30	672	candidate_window	candidate window: short scam-bait clip, light intro trim
1	jP4Oo6vLcrY	https://www.youtube.com/watch?v=jP4Oo6vLcrY	Pleasant Green	1020	17:00	call_center	Call Center Scammer Answers Your Questions!	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	FO9mWvJAugQ	https://www.youtube.com/watch?v=FO9mWvJAugQ	Jim Browning	1255	20:55	other	Calling Scammers by their real names	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	RHHzoDqZL8M	https://www.youtube.com/watch?v=RHHzoDqZL8M	Jim Browning	1018	16:58	call_center	Destroying a scam call center	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	U9s5tCBHCas	https://www.youtube.com/watch?v=U9s5tCBHCas	Jim Browning	1177	19:37	call_center	Scammers Raided Live!	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	8Uujua2CBvM	https://www.youtube.com/watch?v=8Uujua2CBvM	Jim Browning	896	14:56	subscription	The Disney+ Scammers	30	881	candidate_window	candidate window: short scam-bait clip, light intro trim
1	qetP3tV0UY8	https://www.youtube.com/watch?v=qetP3tV0UY8	Jim Browning	1980	33:00	other	Jim Browning Teaches Me How To Fight Scammers	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	xb_rgQ4IDS8	https://www.youtube.com/watch?v=xb_rgQ4IDS8	Jim Browning	949	15:49	call_center	Inside a scam call center	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	PQjZxBrcvkI	https://www.youtube.com/watch?v=PQjZxBrcvkI	Jim Browning	883	14:43	call_center	The $3 million scam call center	30	868	candidate_window	candidate window: short scam-bait clip, light intro trim
1	9lLTFVfRJvM	https://www.youtube.com/watch?v=9lLTFVfRJvM	Scammer Payback	1806	30:06	amazon	Amazon Scammer Accused me of being a T......	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	JaK1083Xx-c	https://www.youtube.com/watch?v=JaK1083Xx-c	Scammer Payback	986	16:26	refund	Baiting Scammers for a $40,000 Refund	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	5xhjKByPNHk	https://www.youtube.com/watch?v=5xhjKByPNHk	Scammer Payback	1148	19:08	call_center	Call Center Scammer made a huge mistake	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	ZjFAjKZf6lA	https://www.youtube.com/watch?v=ZjFAjKZf6lA	Scammer Payback	2468	41:08	other	Before you answer another scam call... Watch This	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	XZNnKvWXGM4	https://www.youtube.com/watch?v=XZNnKvWXGM4	Scammer Payback	1102	18:22	other	Scammers Stole $30,000 - We gave it all back!	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	Wi_ph9ph3ZI	https://www.youtube.com/watch?v=Wi_ph9ph3ZI	Scammer Payback	1561	26:01	call_center	"Watch Us Break a Scam Call Center Using ""Water"""	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	6xN_6joxx5U	https://www.youtube.com/watch?v=6xN_6joxx5U	Scammer Payback	602	10:02	call_center	I destroy this Call Center full of Scammers	14	329	reviewed_window	reviewed transcript range: main Amazon scam call; follow-up calls/outro trimmed
1	YfQU_Qf_uTI	https://www.youtube.com/watch?v=YfQU_Qf_uTI	Trilogy Media	2913	48:33	call_center	GLITTERBOMBING a Scam Call Center w/ Mark Rober	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	Zk9_IEyS5G8	https://www.youtube.com/watch?v=Zk9_IEyS5G8	Trilogy Media	1267	21:07	call_center	INDIAN HACKER Destroys Scam Call Center	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	8DMlV18Y1k4	https://www.youtube.com/watch?v=8DMlV18Y1k4	Trilogy Media	5450	1:30:50	call_center	Scammers HACKED and CONFRONTED at The People’s Call Center w/ Scammer Payback	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	AY9PT27Tk4o	https://www.youtube.com/watch?v=AY9PT27Tk4o	Trilogy Media	3623	1:00:23	other	The Most Insane Scammer Meltdown We’ve Ever Seen	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	rlSb3iR2GNY	https://www.youtube.com/watch?v=rlSb3iR2GNY	Trilogy Media	1794	29:54	call_center	Escaping a Scam Call Center [HIDDEN CAMERA]	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	SeW-CsAP17k	https://www.youtube.com/watch?v=SeW-CsAP17k	Trilogy Media	392	6:32	other	Scammer Completely GIVES UP On Us - #scambaiting with IRLrosie!	10	381	reviewed_window	reviewed transcript range: scam-bait call throughout clip
1	Kvl8-9FTYYI	https://www.youtube.com/watch?v=Kvl8-9FTYYI	Trilogy Media	233	3:53	other	Calling Scammer Back Repeatedly Until They Change The Number	0	225	reviewed_window	reviewed transcript range: scam call starts immediately; trailing disconnect chatter trimmed
1	AEZdbouYj4s	https://www.youtube.com/watch?v=AEZdbouYj4s	Trilogy Media	519	8:39	other	Calling Scammer as Kermit the Frog and DRUNK ALEXA! #scambaiting with IRLrosie!	4	518	reviewed_window	reviewed transcript range: opening fragment trimmed
1	11fGUPtG_UM	https://www.youtube.com/watch?v=11fGUPtG_UM	More Kitboga	14248	3:57:28	refund	Scammer Thinks He Lost $40K - He Rages (Full Call)	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	OusVRggUxbg	https://www.youtube.com/watch?v=OusVRggUxbg	More Kitboga	13176	3:39:36	refund	Scam Backfires When I Redeem $1K (Full 3.5h Call)	120	900	candidate_window	candidate window: skip intro; sample early active scam-call segment
1	pyvwuk7v94s	https://www.youtube.com/watch?v=pyvwuk7v94s	Kitboga	1537	25:37	refund	Scammers Cry After Ruining Their Own Scam - $430K Gone	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	WKLRKCVar6Y	https://www.youtube.com/watch?v=WKLRKCVar6Y	Kitboga	775	12:55	tech_support	Installing 100 Viruses - Calling Tech Support Scammers	30	760	candidate_window	candidate window: short scam-bait clip, light intro trim
1	tghzp5vi8hc	https://www.youtube.com/watch?v=tghzp5vi8hc	NanoBaiter	1078	17:58	tech_support	DESTROYING Scammers With a VIRUS Live On CCTV!	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	xjp0nd7qOGo	https://www.youtube.com/watch?v=xjp0nd7qOGo	NanoBaiter	1168	19:28	call_center	Destroying This ENTIRE Scam Call Center!	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	Un6sYuYTZyI	https://www.youtube.com/watch?v=Un6sYuYTZyI	Pleasant Green	1106	18:26	call_center	Scamming a Scam Call Center from the Inside!	60	720	candidate_window	candidate window: skip intro; sample main scam-call segment
1	k6c7AiSxPXA	https://www.youtube.com/watch?v=k6c7AiSxPXA	Pleasant Green	824	13:44	call_center	I Took Over a Scam Call Center!	30	809	candidate_window	candidate window: short scam-bait clip, light intro trim
1	neZu_Ff6UL8	https://www.youtube.com/watch?v=neZu_Ff6UL8	IRLrosie	697	11:37	other	YELLING AT SCAMMERS, W/ OLD LADY VOICE | IRLrosie #scambaiting	30	682	candidate_window	candidate window: short scam-bait clip, light intro trim
1	dych5ovyRf0	https://www.youtube.com/watch?v=dych5ovyRf0	IRLrosie	613	10:13	cruise	ASKING this SCAMMER on a DATE to his CRUISE SCAM!	30	598	candidate_window	candidate window: short scam-bait clip, light intro trim
0	rCkbg3OvGcw	https://www.youtube.com/watch?v=rCkbg3OvGcw	legit_search	125	2:05	customer_service	Nightmarish call between Comcast rep and customer trying to cancel cable goes viral	0	125	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	1vH7L0S8Bjg	https://www.youtube.com/watch?v=1vH7L0S8Bjg	legit_search	156	2:36	tech_support	Unbelievable iPhone 4 tech support call recorded!!	0	156	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	Ryas9OANw-E	https://www.youtube.com/watch?v=Ryas9OANw-E	legit_search	120	2:00	customer_service	call center salesman goes insane (REAL RECORDING)	0	120	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	seQ5RRI6H4c	https://www.youtube.com/watch?v=seQ5RRI6H4c	mock_call	993	16:33	customer_service	Mock Call Sample Recording With Call Flow Guide: PART 1	60	540	candidate_window	candidate window: skip training intro; sample role-play section
0	3ej67cf8Om0	https://www.youtube.com/watch?v=3ej67cf8Om0	mock_call	819	13:39	delivery	Lost Parcel Mock Call Sample	60	540	candidate_window	candidate window: skip training intro; sample role-play section
0	IVoWT_YyEog	https://www.youtube.com/watch?v=IVoWT_YyEog	mock_call	444	7:24	billing	Mock Call Sample Script | Billing Question | Short Version	20	426	reviewed_window	reviewed transcript range: product-knowledge intro and tutorial outro trimmed
0	QTZq96twjs0	https://www.youtube.com/watch?v=QTZq96twjs0	mock_call	197	3:17	customer_service	Mock Call Sample Recording: PART 1	3	184	reviewed_window	reviewed transcript range: clean legitimate customer-service mock call
0	rm6jfkXdB7Y	https://www.youtube.com/watch?v=rm6jfkXdB7Y	mock_call	1156	19:16	customer_service	Mock Call with a Verbally Abusive Customer (with Explanation)	60	540	candidate_window	candidate window: skip training intro; sample role-play section
0	SXGtFXRz2Lg	https://www.youtube.com/watch?v=SXGtFXRz2Lg	mock_call	358	5:58	refund	Customer Service Sample Call - Product Refund	6	346	reviewed_window	reviewed transcript range: clean legitimate product-refund call
0	hpZFJctBUHQ	https://www.youtube.com/watch?v=hpZFJctBUHQ	mock_call	116	1:56	order_taking	Sample Order Taking | Customer Support Philippines	0	108	reviewed_window	reviewed transcript range: clean legitimate order-taking call
0	2LFEvWcPy7o	https://www.youtube.com/watch?v=2LFEvWcPy7o	Jeline Bracamonte	576	9:36	billing	Mock Call #1: Telco Account | Call Flow | Account Verification, Billing, Offer	20	566	candidate_window	candidate window: light trim for intro/outro; replacement for failed 6yd35rEKXio
0	9n84Nrsjh1A	https://www.youtube.com/watch?v=9n84Nrsjh1A	mock_call	1840	30:40	tech_support	Telco Account Mock Call for Newbies - No Internet	120	720	candidate_window	candidate window: long training video; sample central role-play section
0	rM2ghJUx1Go	https://www.youtube.com/watch?v=rM2ghJUx1Go	mock_call	1270	21:10	healthcare	HEALTHCARE Account Mock Call & Tips for Call Center Newbies	120	720	candidate_window	candidate window: long training video; sample central role-play section
0	gD7xQGXpSBg	https://www.youtube.com/watch?v=gD7xQGXpSBg	legit_search	130	2:10	tech_support	Angry customer threatens legal action (Tech Support)	2	127	reviewed_window	reviewed transcript range: clean legitimate tech-support complaint call
0	z44Sve0qbaE	https://www.youtube.com/watch?v=z44Sve0qbaE	mock_call	222	3:42	doctor_appointment	How to Book a Doctor’s Appointment | Realistic Phone Conversation Example	11	208	reviewed_window	reviewed transcript range: lesson intro trimmed
0	fmhe6gnCq2w	https://www.youtube.com/watch?v=fmhe6gnCq2w	Kwestyon	1210	20:10	customer_service	How to Empathize in Call Center Customer Service | Scripts, Mock Calls	120	720	candidate_window	candidate window: long training video; sample central role-play section
0	5CyZEDksQ0E	https://www.youtube.com/watch?v=5CyZEDksQ0E	Kwestyon	737	12:17	healthcare	Healthcare Account Mock Call - CRYING CUSTOMER	60	540	candidate_window	candidate window: skip training intro; sample role-play section
0	09Q5P5tCoRM	https://www.youtube.com/watch?v=09Q5P5tCoRM	Daryll Christiann Moya	56	0:56	customer_service	Sample Mock Call | Order Arrived Damaged (Part 1)	0	56	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	NOKYveLcpbs	https://www.youtube.com/watch?v=NOKYveLcpbs	Jeline Bracamonte	517	8:37	billing	Mock Call #19: Handling an Irate Customer with Billing Issues	20	507	candidate_window	candidate window: light trim for intro/outro
0	1LIL2nonofM	https://www.youtube.com/watch?v=1LIL2nonofM	Jeline Bracamonte	153	2:33	billing	Mock Call #29: Billing Dispute	0	153	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	Rw1FVnkbde0	https://www.youtube.com/watch?v=Rw1FVnkbde0	Jeline Bracamonte	175	2:55	travel	Mock Call #27: Travel Account	0	175	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	_fAMKYxO-Gg	https://www.youtube.com/watch?v=_fAMKYxO-Gg	Jeline Bracamonte	248	4:08	banking	Mock Call #28: Bank Card Compromise Solution	20	238	candidate_window	candidate window: light trim for intro/outro
0	cm14XPpeFKQ	https://www.youtube.com/watch?v=cm14XPpeFKQ	Single Step English	648	10:48	telco	English for Call Centers | Role Play Practice | Phone Company	60	540	candidate_window	candidate window: skip training intro; sample role-play section
0	F2kJeD_cl5w	https://www.youtube.com/watch?v=F2kJeD_cl5w	Single Step English	364	6:04	customer_service	Mastering Customer Service: Handling Rude Customers	20	354	candidate_window	candidate window: light trim for intro/outro
0	wZiUgLaKNec	https://www.youtube.com/watch?v=wZiUgLaKNec	Single Step English	327	5:27	billing	Resolving a Confusing Billing Issue	20	317	candidate_window	candidate window: light trim for intro/outro
0	AjBkLZJ9lEM	https://www.youtube.com/watch?v=AjBkLZJ9lEM	Rea Ninja	567	9:27	order_taking	MOCK CALL PRACTICE: Order Taking and Processing	20	557	candidate_window	candidate window: light trim for intro/outro
0	VyyX7WjTlRU	https://www.youtube.com/watch?v=VyyX7WjTlRU	Single Step English	384	6:24	healthcare	Call Center English Conversation: Mock Call for Health Insurance	20	374	candidate_window	candidate window: light trim for intro/outro
0	XHvJeSgwii0	https://www.youtube.com/watch?v=XHvJeSgwii0	Kwestyon	378	6:18	hotel_reservation	Mock Call Practice | Hotel Reservation | Short Version	20	368	candidate_window	candidate window: light trim for intro/outro
0	5jP6qM3Kakc	https://www.youtube.com/watch?v=5jP6qM3Kakc	Learn English by Pocket Passport	103	1:43	doctor_appointment	Doctor's Appointment | English Conversation	0	103	candidate_window	candidate window: short legitimate call, use full audio unless review finds intro/outro
0	o34GHVojoiY	https://www.youtube.com/watch?v=o34GHVojoiY	Single Step English	428	7:08	banking	English for Call Centers | Role Play Practice | Banking and Finance	20	418	candidate_window	candidate window: light trim for intro/outro
